id,name,city,website,email,contactPhone,address,studentCount,tuitionRange,hasDormitory,hasGrants,hasMilitaryDepartment,logoUrl,description,majors,specialtyCodes,passingScore,applicationDeadline,requirements
2,Республиканское государственное учреждение «Казахский национальный университет искусств» Министерства культуры и информации Республики Казахстан,Астана,https://kaznui.kz,info@kaznui.kz,8 7272 70 54 50,"010000, г.Астана, проспект ПОБЕДЫ, дом № 6",11248,600 000 - 1 200 000 тг/год,true,true,,,"Национальный университет искусств, расположен в Астане. Подготовка кадров в области музыки, хореографии, театра, кино и изобразительного искусства.",,,50,15-25 Июля,ЕНТ
20,Некоммерческое акционерное общество «Западно-Казахстанский университет имени Махамбета Утемисова»,Западно-Казахстанская область,https://wkmu.edu.kz,info@wkmu.edu.kz,8 7112 51 26 32,"090000, Западно-Казахстанская область, г.Уральск, Проспект Нұрсұлтан Назарбаев, дом № 162",7563,450 000 - 1 000 000 тг/год,true,true,,,"Университет в Уральске. Педагогика, филология, история, право, экономика, естественные науки, инженерия.",,,50,15-25 Июля,ЕНТ
21,Некоммерческое акционерное общество «Западно-Казахстанский аграрно-технический университет имени Жангир хана»,Западно-Казахстанская область,https://wkau.edu.kz,info@wkau.edu.kz,8 7112 50 13 74,"090000, Западно-Казахстанская область, г.Уральск, УЛИЦА ЖАНГИР ХАНА, дом № 51",8047,450 000 - 900 000 тг/год,true,true,,,"Аграрно-технический университет в ЗКО. Сельское хозяйство, ветеринария, пищевые технологии, инженерия, экономика.",,,50,15-25 Июля,ЕНТ
22,Некоммерческое акционерное общество «Карагандинский национальный исследовательский университет имени академика Е. А. Букетова»,Карагандинская область,https://buketov.edu.kz,info@buketov.edu.kz,8 7212 35 63 98,"100024, Карагандинская область, г. Караганда, улица Университетская, дом № 28",6267,500 000 - 1 100 000 тг/год,true,true,,,Крупнейший классический университет Центрального Казахстана. Более 100 специальностей. Исследовательский университет.,,,50,15-25 Июля,ЕНТ
23,Некоммерческое акционерное общество «Карагандинский технический университет имени Абылкаса Сагинова»,Карагандинская область,https://kstu.kz,info@kstu.kz,8 7212 56 44 22,"100027, Карагандинская область, г.Караганда, район им.Казыбек би, Проспект Нурсултана Назарбаева, строение № 56",5801,500 000 - 1 100 000 тг/год,true,true,,,"Технический университет в Караганде. Горное дело, металлургия, машиностроение, IT, строительство, транспорт.",,,50,15-25 Июля,ЕНТ
24,Некоммерческое акционерное общество «Карагандинский индустриальный университет»,Карагандинская область,https://kiu.edu.kz,info@kiu.edu.kz,8 7213 91 56 26,"101400, Карагандинская область, г.Темиртау, Проспект Республики, дом № 30",8600,450 000 - 900 000 тг/год,true,true,,,"Индустриальный университет в Темиртау. Металлургия, горное дело, энергетика, машиностроение, IT.",,,50,15-25 Июля,ЕНТ
25,Некоммерческое акционерное общество «Костанайский региональный университет имени Ахмет Байтұрсынұлы»,Костанайская область,https://ksu.edu.kz,info@ksu.edu.kz,8 7142 51 11 57,"110000, Костанайская область, г.Костанай, улица А. Байтурсынова, дом № 47",15160,450 000 - 900 000 тг/год,true,true,,,"Крупнейший университет Костанайской области. Педагогика, аграрные науки, инженерия, экономика, право, IT.",,,50,15-25 Июля,ЕНТ
26,Некоммерческое акционерное общество «Рудненский индустриальный университет»,Костанайская область,https://rii.edu.kz,info@rii.edu.kz,8 7143 15 07 03,"111500, Костанайская область, г.Рудный, улица 50 лет Октября, дом № 38",23553,450 000 - 900 000 тг/год,true,true,,,"Индустриальный университет в Рудном. Горное дело, металлургия, строительство, энергетика, IT, экономика.",,,50,15-25 Июля,ЕНТ
27,Некоммерческое акционерное общество «Аркалыкский педагогический университет имени И. Алтынсарина»,Костанайская область,https://arkapu.edu.kz,info@arkapu.edu.kz,8 7143 07 24 88,"110300, Костанайская область, г.Аркалык, улица Ауельбекова, дом № 17",12889,400 000 - 700 000 тг/год,true,true,,,Педагогический университет в Аркалыке. Подготовка учителей по широкому спектру предметов.,,,50,15-25 Июля,ЕНТ
28,Некоммерческое акционерное общество «Кызылординский университет имени Коркыт Ата»,Кызылординская область,https://korkyt.edu.kz,info@korkyt.edu.kz,8 7242 26 27 14,"120014, Кызылординская область, г.Кызылорда, улица Айтеке Би, дом № 29А, ",8024,450 000 - 900 000 тг/год,true,true,,,"Университет в Кызылорде. Инженерия, педагогика, сельское хозяйство, экономика, право, гуманитарные науки.",,,50,15-25 Июля,ЕНТ
29,Некоммерческое акционерное общество «Каспийский университет технологий и инжиниринга имени Ш. Есенова»,Мангистауская область,https://yu.edu.kz,info@yu.edu.kz,8 7292 78 87 88,"130000, Мангистауская область, г.Актау, Микрорайон 32, дом № 1",13279,500 000 - 1 200 000 тг/год,true,true,,,"Ведущий вуз Мангистауской области. Нефтегазовая инженерия, IT, педагогика, экономика, морское дело.",,,50,15-25 Июля,ЕНТ
3,Некоммерческое акционерное общество «Казахский национальный университет имени аль-Фараби»,Алматы,https://kaznu.kz,info@kaznu.edu,8 7273 77 33 30,"050040, г.Алматы, Проспект Аль-Фараби, дом № 71",7337,500 000 - 1 900 000 тг/год,true,true,,,"Старейший и крупнейший вуз Казахстана, основан в 1934 году. Входит в топ-200 QS World University Rankings. Более 150 специальностей.",,,50,15-25 Июля,ЕНТ
30,Некоммерческое акционерное общество «Торайгыров Университет»,Павлодарская область,https://tou.edu.kz,info@tou.edu.kz,8 7182 67 36 85,"140008, Павлодарская область, г.Павлодар, улица Ломова, дом № 64",8181,450 000 - 1 000 000 тг/год,true,true,,,"Университет в Павлодаре. Инженерия, IT, педагогика, экономика, гуманитарные науки. Более 70 специальностей.",,,50,15-25 Июля,ЕНТ
31,Некоммерческое акционерное общество «Павлодарский педагогический университет имени Әлкей Марғұлан»,Павлодарская область,https://pspu.edu.kz,info@pspu.edu.kz,8 7182 65 16 02,"140002, Павлодарская область, г.Павлодар, улица Олжабай батыр, строение № 60",2312,400 000 - 800 000 тг/год,true,true,,,"Педагогический университет в Павлодаре. Подготовка учителей: математика, физика, химия, биология, языки, история.",,,50,15-25 Июля,ЕНТ
32,Некоммерческое акционерное общество «Северо-Казахстанский университет имени Манаша Козыбаева»,Северо-Казахстанская область,https://ku.edu.kz,info@ku.edu.kz,8 7152 35 00 09,"150000, Северо-Казахстанская область, г.Петропавловск, улица Пушкина, дом № 86",10184,450 000 - 900 000 тг/год,true,true,,,"Университет в Петропавловске. Педагогика, инженерия, IT, экономика, аграрные науки, медицина.",,,50,15-25 Июля,ЕНТ
33,Некоммерческое акционерное общество «Южно-Казахстанский университет имени М. Ауэзова»,Шымкент,https://auezov.edu.kz,info@auezov.edu.kz,8 7252 21 01 41,"160000, г.Шымкент, Проспект Тауке Хан, дом № 5",7742,450 000 - 1 000 000 тг/год,true,true,,,"Крупнейший университет юга Казахстана. Инженерия, IT, педагогика, экономика, химическая технология. Более 100 специальностей.",,,50,15-25 Июля,ЕНТ
34,Некоммерческое акционерное общество «Южно-Казахстанский педагогический университет имени Өзбекәлі Жәнібеков»,Шымкент,https://okmpu.edu.kz,info@okmpu.edu.kz,8 7252 30 14 59,"160000, г.Шымкент, улица Ахмет Байтурсынов, дом № 13",7494,400 000 - 800 000 тг/год,true,true,,,Педагогический университет в Шымкенте. Подготовка учителей для южного региона Казахстана.,,,50,15-25 Июля,ЕНТ
35,Государственное учреждение «Академия гражданской защиты имени Малика Габдуллина» Министерства по чрезвычайным ситуациям Республики Казахстан,Акмолинская область,https://agzrk.kz,info@agzrk.kz,8 7162 25 13 36,"020000, Акмолинская область, г. Кокшетау, улица Акана Серэ, дом № 136",9275,Бюджет (бесплатно),true,true,,,"Академия гражданской защиты в Кокшетау. Пожарная безопасность, гражданская защита, спасательное дело.",,,50,15-25 Июля,ЕНТ
36,Республиканское государственное учреждение «Костанайская академия Министерства внутренних дел Республики Казахстан имени Шракбека Кабылбаева»,Костанайская область,https://kostacademy.kz,info@kostacademy.kz,8 7142 39 02 89,"110005, Костанайская область, г.Костанай, улица АБАЯ, дом № 11",8947,Бюджет (бесплатно),true,true,,,Костанайская академия МВД. Подготовка офицеров полиции и специалистов правоохранительных органов.,,,50,15-25 Июля,ЕНТ
37,Республиканское государственное учреждение «Национальный университет обороны Республики Казахстан» Министерства обороны Республики Казахстан,Астана,https://ndu.mod.gov.kz,,8 7172 60 08 60,"010000, г.Астана, ПРОСПЕКТ ТҰРАН, дом № 72",975,Бюджет (бесплатно),true,true,,,Национальный университет обороны. Подготовка офицерских кадров для Вооруженных сил РК.,,,50,15-25 Июля,ЕНТ
38,Государственное учреждение «Академия Комитета национальной безопасности Республики Казахстан»,Алматы,https://knb.gov.kz,,8 7272 67 96 10,"050060, г.Алматы, Микрорайон Нур Алатау, улица Еркегали Рахмадиева, дом № 8",5678,Бюджет (бесплатно),true,true,,,Академия КНБ. Подготовка кадров для органов национальной безопасности Казахстана.,,,50,15-25 Июля,ЕНТ
39,Республиканское государственное учреждение «Военно-инженерный институт радиоэлектроники и связи» Министерства обороны Республики Казахстан,Алматы,https://viiris.mod.gov.kz,,8 7273 03 32 97,"050060, г.Алматы, УЛИЦА ЖАНДОСОВА, дом № 53",6347,Бюджет (бесплатно),true,true,,,"Военно-инженерный институт радиоэлектроники и связи в Алматы. IT, радиоэлектроника, связь для вооруженных сил.",,,50,15-25 Июля,ЕНТ
4,Некоммерческое акционерное общество «Казахский национальный аграрный исследовательский университет»,Алматы,https://kaznaru.edu.kz,info@kaznaru.edu.kz,8 7272 62 11 08,"050010, г.Алматы, Проспект Абая, дом № 8",6828,500 000 - 1 200 000 тг/год,true,true,,,"Крупнейший аграрный вуз Центральной Азии. Специальности: сельское хозяйство, ветеринария, пищевая промышленность, экология, лесное хозяйство.",,,50,15-25 Июля,ЕНТ
40,Республиканское государственное учреждение «Актюбинский юридический институт Министерства внутренних дел Республики Казахстан имени Малкеджара Букенбаева»,Актюбинская область,https://aui.edu.kz,,8 7132 73 02 09,"030011, Актюбинская область, г.Актобе, разъезд 41, Курсантское шоссе, 1",7498,Бюджет (бесплатно),true,true,,,Актюбинский юридический институт МВД. Подготовка юристов для правоохранительных органов.,,,50,15-25 Июля,ЕНТ
41,Республиканское государственное учреждение «Карагандинская академия Министерства внутренних дел Республики Казахстан имени Баримбека Бейсенова»,Карагандинская область,https://krgacademy.kz,,8 7212 30 34 05,"100009, Карагандинская область, г.Караганда, улица Ермекова, 124",13157,Бюджет (бесплатно),true,true,,,"Карагандинская академия МВД. Подготовка следователей, криминалистов и оперативных работников.",,,50,15-25 Июля,ЕНТ
42,Республиканское государственное учреждение «Военный институт Сухопутных войск имени Сагадата Нурмагамбетова» Министерства обороны Республики Казахстан,Алматы,https://vis.mod.gov.kz,,8 7272 90 13 20,"050060, г.Алматы, Красногорская, 35",5719,Бюджет (бесплатно),true,true,,,Военный институт Сухопутных войск в Алматы. Подготовка командных и инженерных кадров для сухопутных войск.,,,50,15-25 Июля,ЕНТ
43,Республиканское государственное учреждение «Военный институт Сил воздушной обороны имени дважды Героя Советского Союза Т.Я.Бегельдинова» Министерства обороны Республики Казахстан,Актюбинская область,https://visvo.mod.gov.kz,,8 7132 97 22 02,"030011, Актюбинская область, г.Актобе, улица     Алии Молдагуловой, 16",27085,Бюджет (бесплатно),true,true,,,Военный институт Сил воздушной обороны в Актобе. Подготовка летных и инженерных кадров для ВВС.,,,50,15-25 Июля,ЕНТ
44,Республиканское государственное учреждение «Алматинская академия Министерства внутренних дел Республики Казахстан имени Макана Есбулатова»,Алматы,https://aamvd.edu.kz,,8 7273 37 81 06,"050060, г.Алматы, УЛИЦА УТЕПОВА, дом № 2",2078,Бюджет (бесплатно),true,true,,,Алматинская академия МВД. Подготовка кадров для правоохранительных органов юга Казахстана.,,,50,15-25 Июля,ЕНТ
